"","Kingdom","Species","in3_0","Kingdom_new","Species_new","Source","Description","Description2","CBD_subcategory","CBD_pathway","CBD_Mechanism","Direct_or_Indirect","Primary_or_Secondary","CountrySpecific","RemovePathways","Checkedby_00","Checkedby","Double_checkedby","Notes"
"409","Animalia","Pterois volitans","yes","Animalia","Pterois volitans","CABI","Ship ballast water and sediment (pathway vector)","Ballast water","Ballast water","Stowaway","VECTOR","Direct","Secondary","No","No",NA,"Camille Bernery",NA,NA
"410","Animalia","Pterois volitans","No","Animalia","Pterois volitans","CABI","Ship ballast water and sediment (pathway vector)","Ballast water","Ballast water","Stowaway","VECTOR","Direct","Secondary","No","No",NA,"Anna",NA,NA
"411","Plantae","Sporobolus alterniflorus","yes","Plantae","Spartina alterniflora","CABI","Ship ballast","Ballast water","Ballast water","Stowaway","VECTOR","Direct","Primary","N","No",NA,"Ana Novoa",NA,"I updated the species name from sporobolus to spartina"
"412","Plantae","Sporobolus alterniflorus","No","Plantae","Spartina alterniflora","CABI","Ship ballast","Ballast water","Ballast water","Stowaway","VECTOR","Direct","Primary","N","No",NA,"Anna",NA,NA
"413","Animalia","Teredo navalis","yes","Animalia","Teredo navalis","CABI","Ship ballast water and sediment (pathway vector)","Ballast water","Ballast water","Stowaway","VECTOR","Direct","Primary","N","No",NA,"Ana Novoa",NA,NA
"414","Plantae","Artemisia vulgaris","yes","Plantae","Artemisia vulgaris","New York Invasive Species Information","Contaminant in ship ballast","Ship ballast water","Ballast water","Stowaway","VECTOR","Direct","Primary","No","No","Anna","Anna",NA,NA
"415","Animalia","Cercopagis pengoi",NA,"Animalia","Cercopagis pengoi","CABI","Ship ballast water and sediment","Ship ballast water and sediment","Ballast water","Stowaway","VECTOR","Direct","Primary",NA,NA,NA,"Anna",NA,NA
"416","Animalia","Dreissena rostriformis","4.0999999999999996","Animalia","Dreissena rostriformis","CABI","Ship ballast water and sediment","Ship ballast water and sediment","Ballast water","Stowaway","VECTOR","Direct","Secondary",NA,NA,NA,"Anna",NA,NA
"417","Animalia","Magallana gigas","4.0999999999999996","Animalia","Magallana gigas","CABI","Ship ballast water and sediment","Ship ballast water and sediment","Ballast water","Stowaway","VECTOR","Direct","Secondary","No","No",NA,"Anna",NA,NA
"418","Animalia","Mytilopsis sallei",NA,"Animalia","Mytilopsis sallei","CABI","Ship ballast water and sediment","Ship ballast water and sediment","Ballast water","Stowaway","VECTOR","Direct","Primary",NA,NA,NA,"Anna",NA,NA
"419","Chromista","Pseudochattonella verruculosa","4.0999999999999996","Chromista","Pseudochattonella verruculosa","CABI","Ship ballast water and sediment","Ship ballast water and sediment","Ballast water","Stowaway","VECTOR","Direct","Primary",NA,NA,NA,"Anna",NA,NA
"420","Chromista","Pseudochattonella verruculosa","4.0999999999999996","Chromista","Pseudochattonella verruculosa","CABI","Ship bilge water","Ship bilge water","Ballast water","Stowaway","VECTOR","Direct","Primary",NA,NA,NA,"Anna",NA,NA
"421","Animalia","Anoplolepis gracilipes","yes","Animalia","Anoplolepis gracilipes","GISD","Biological Control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Secondary","No","No","Anna","Anna",NA,NA
"422","Animalia","Anoplolepis gracilipes","No","Animalia","Anoplolepis gracilipes","CABI","Biological Control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Secondary","No","No","Anna","Anna",NA,NA
"423","Animalia","Anoplolepis gracilipes","yes","Animalia","Anoplolepis gracilipes","CABI","Biological control (pathway cause)","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Secondary","No","No","Anna","Anna",NA,NA
"424","Animalia","Bubalus bubalis","yes","Animalia","Bubalus bubalis","GISD","Biological Control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Secondary","Yes","No","Emma","Emma",NA,NA
"425","Animalia","Bubalus bubalis","yes","Animalia","Bubalus bubalis","CABI","Biological control (pathway cause)","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Secondary","Yes","No","Emma","Emma",NA,NA
"426","Animalia","Cactoblastis cactorum","yes","Animalia","Cactoblastis cactorum","CABI","Biological control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Emma",NA,NA
"427","Plantae","Chromolaena odorata","No","Plantae","Chromolaena odorata","GISD","Biological Control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Anna",NA,NA
"428","Plantae","Chromolaena odorata","yes","Plantae","Chromolaena odorata","GISD","Biological Control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Emma",NA,NA
"429","Animalia","Coptodon zillii","yes","Animalia","Coptodon zillii","CABI","Biological control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Emma",NA,NA
"430","Animalia","Dactylopius opuntiae","yes","Animalia","Dactylopius opuntiae","Githae, E.W., 2018. Status of Opuntia invasions in the arid and semi-arid lands of Kenya. CAB Reviews, 13(3), pp.1-7.","Biological control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Primary","Yes","No",NA,"Emma",NA,NA
"431","Animalia","Deladenus siricidicola",NA,"Animalia","Deladenus siricidicola","Kroll, S.A., Hajek, A.E., Morris, E.E. and Long, S.J., 2013. Parasitism of Sirex noctilio by non-sterilizing Deladenus siricidicola in northeastern North America. Biological Control, 67(2), pp.203-211.","extensively used for biological control of the wood wasp Sirex noctilio F. (Hymenoptera: Siricidae), an invasive pest of pine trees (Pinus spp.) in the Southern Hemisphere","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Primary",NA,NA,NA,"Anna",NA,NA
"432","Animalia","Felis catus","yes","Animalia","Felis catus","GISD","Intentional release - use as control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"433","Animalia","Felis catus","No","Animalia","Felis catus","GISD","Intentional release - use as control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"434","Animalia","Gambusia holbrooki","yes","Animalia","Gambusia holbrooki","CABI","Biological control (pathway cause)","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Primary","No","No",NA,"Melina",NA,NA
"435","Animalia","Herpestes javanicus","yes","Animalia","Herpestes javanicus","CABI","biological control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Primary","Yes","No",NA,"Anna",NA,NA
"436","Animalia","Herpestes javanicus","yes","Animalia","Herpestes javanicus","CABI","biological control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"437","Animalia","Lithobates catesbeianus","yes","Animalia","Lithobates catesbeianus","GISD","Biological Control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Anna",NA,NA
"438","Animalia","Lithobates catesbeianus","No","Animalia","Lithobates catesbeianus","GISD","Biological Control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Phil",NA,NA
"439","Animalia","Mustela erminea","yes","Animalia","Mustela erminea","GISD","Biological Control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Primary","Yes","No",NA,"Anna",NA,NA
"440","Animalia","Mustela putorius",NA,"Animalia","Mustela putorius","CABI","Biological control (pathway cause)","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,"Based on Mustela furo"
"441","Animalia","Platydemus manokwari","4.0999999999999996","Animalia","Platydemus manokwari","CABI","Biological control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Primary",NA,NA,NA,"Anna",NA,NA
"442","Animalia","Poecilia reticulata","No","Animalia","Poecilia reticulata","CABI","biological control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Primary","No","No",NA,"Phil",NA,NA
"443","Animalia","Pomacea canaliculata","yes","Animalia","Pomacea canaliculata","CABI","Biological control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Phil",NA,NA
"444","Animalia","Procambarus clarkii","yes","Animalia","Procambarus clarkii","GISD","Biological control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Primary","No","No",NA,"Melina",NA,NA
"445","Animalia","Procambarus clarkii","No","Animalia","Procambarus clarkii","GISD","Biological control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"446","Animalia","Pseudorasbora parva","yes","Animalia","Pseudorasbora parva","CABI","biological control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Secondary","No","Yes",NA,"Phil",NA,NA
"447","Animalia","Rhinella marina","yes","Animalia","Rhinella marina","GISD","biological control agent for crop","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Primary","No","No",NA,"Phil",NA,NA
"448","Animalia","Silurus glanis","yes","Animalia","Silurus glanis","CABI","Biological control (pathway cause)","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Secondary","N","No",NA,"Ana Novoa",NA,NA
"449","Animalia","Sturnus vulgaris","yes","Animalia","Sturnus vulgaris","GISD","Biological control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Secondary","Y","No",NA,"Ana Novoa",NA,NA
"450","Animalia","Sturnus vulgaris","No","Animalia","Sturnus vulgaris","CABI","Biological control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Secondary","Y","No",NA,"Anna",NA,NA
"451","Animalia","Wasmannia auropunctata","No","Animalia","Wasmannia auropunctata","GISD","Biological control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Secondary","N","No",NA,"Anna",NA,NA
"452","Animalia","Wasmannia auropunctata","No","Animalia","Wasmannia auropunctata","CABI","Biological control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Secondary","N","No",NA,"Anna",NA,NA
"453","Animalia","Wasmannia auropunctata","yes","Animalia","Wasmannia auropunctata","GISD","Biological control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Secondary","Y","No",NA,"Ana Novoa",NA,NA
"454","Animalia","Wasmannia auropunctata","yes","Animalia","Wasmannia auropunctata","CABI","Biological control","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Secondary","Y","No",NA,"Ana Novoa",NA,NA
"455","Animalia","Wasmannia auropunctata","No","Animalia","Wasmannia auropunctata","CABI","Biological control (pathway cause)","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Secondary","N","No",NA,"Anna",NA,NA
"456","Animalia","Wasmannia auropunctata","yes","Animalia","Wasmannia auropunctata","CABI","Biological control (pathway cause)","Biological control","Biological control","Release","Movement of COMMODITY","Direct","Secondary","Y","No",NA,"Ana Novoa",NA,NA
"457","Animalia","Gambusia holbrooki","yes","Animalia","Gambusia holbrooki","CABI","Intentional release (pathway cause)","Intentional release","Biological control","Release","Movement of COMMODITY","Direct","Primary","No","No",NA,"Melina",NA,"*changed from Other release to Biological control because these pathways are all associated to mosquito control"
"458","Plantae","Agave sisalana","No","Plantae","Agave sisalana","CABI","Medicinal use","Medicinal use","Biological control","Release","Movement of COMMODITY","Direct","Secondary","No","No","Anna","Anna",NA,NA
"459","Animalia","Gambusia holbrooki","yes","Animalia","Gambusia holbrooki","CABI","Medicinal use (pathway cause)","Medicinal use","Biological control","Release","Movement of COMMODITY","Direct","Primary","No","No",NA,"Melina",NA,NA
"460","Animalia","Gambusia holbrooki","yes","Animalia","Gambusia holbrooki","CABI","Military","Military","Biological control","Release","Movement of COMMODITY","Direct","Primary","No","No",NA,"Melina",NA,NA
"461","Animalia","Acridotheres tristis","yes","Animalia","Acridotheres tristis","CABI","Botanical gardens and zoos","Botanical gardens and zoos","Botanical gardens & Zoos","Escape","Movement of COMMODITY","Direct","Primary","No","No","Anna","Anna",NA,NA
"462","Plantae","Agave americana","yes","Plantae","Agave americana","CABI","Botanical gardens and zoos","Botanical gardens and zoos","Botanical gardens & Zoos","Escape","Movement of COMMODITY","Direct","Primary","No","No","Anna","Anna",NA,NA
"463","Plantae","Agave americana","No","Plantae","Agave americana","CABI","Botanical gardens and zoos","Botanical gardens and zoos","Botanical gardens & Zoos","Escape","Movement of COMMODITY","Direct","Primary","No","No","Emma","Emma",NA,NA
"464","Plantae","Agave sisalana","No","Plantae","Agave sisalana","CABI","Botanical gardens and zoos","Botanical gardens and zoos","Botanical gardens & Zoos","Escape","Movement of COMMODITY","Direct","Secondary","No","No","Anna","Anna",NA,NA
"465","Plantae","Agave sisalana","yes","Plantae","Agave sisalana","CABI","Botanical gardens and zoos","Botanical gardens and zoos","Botanical gardens & Zoos","Escape","Movement of COMMODITY","Direct","Secondary","No","No","Anna","Anna",NA,NA
"466","Plantae","Aloe vera","yes","Plantae","Aloe vera","CABI","Botanical gardens and zoos","Botanical gardens and zoos","Botanical gardens & Zoos","Escape","Movement of COMMODITY","Direct","Primary","No","No","Anna","Anna",NA,NA
"467","Plantae","Ambrosia artemisiifolia","yes","Plantae","Ambrosia artemisiifolia","GISD","Botanical gardens","Botanical gardens and zoos","Botanical gardens & Zoos","Escape","Movement of COMMODITY","Direct","Secondary","No","Yes","Anna","Anna",NA,NA
"468","Plantae","Ambrosia artemisiifolia","No","Plantae","Ambrosia artemisiifolia","GISD","Botanical gardens","Botanical gardens and zoos","Botanical gardens & Zoos","Escape","Movement of COMMODITY","Direct","Secondary","No","Yes","Anna","Anna",NA,NA
"469","Plantae","Asparagus asparagoides",NA,"Plantae","Asparagus asparagoides","CABI","Botanical gardens and zoos","Botanical gardens and zoos","Botanical gardens & Zoos","Escape","Movement of COMMODITY","Direct","Primary",NA,NA,"Anna",NA,NA,NA
"470","Plantae","Austrocylindropuntia subulata","yes","Plantae","Austrocylindropuntia subulata","CABI","Botanical gardens and zoos (pathway cause)","Botanical gardens and zoos","Botanical gardens & Zoos","Escape","Movement of COMMODITY","Direct","Secondary","No","No","Anna","Anna",NA,NA
"471","Fungi","Batrachochytrium dendrobatidis","yes","Fungi","Batrachochytrium dendrobatidis","CABI","Botanical gardens and zoos (pathway cause)","Botanical gardens and zoos","Botanical gardens & Zoos","Escape","Movement of COMMODITY","Indirect","Primary","No","No","Anna","Anna",NA,NA
"472","Animalia","Bubalus bubalis","yes","Animalia","Bubalus bubalis","GISD","Botanical gardens","Botanical gardens and zoos","Botanical gardens & Zoos","Escape","Movement of COMMODITY","Direct","Secondary","Yes","No","Emma","Emma",NA,NA
"473","Animalia","Bubalus bubalis","yes","Animalia","Bubalus bubalis","CABI","Botanical gardens and zoos (pathway cause)","Botanical gardens and zoos","Botanical gardens & Zoos","Escape","Movement of COMMODITY","Direct","Secondary","Yes","No","Emma","Emma",NA,NA
"474","Plantae","Buddleja davidii","yes","Plantae","Buddleja davidii","CABI","Botanical gardens and zoos","Botanical gardens and zoos","Botanical gardens & Zoos","Escape","Movement of COMMODITY","Direct","Secondary","No","No","Emma","Emma",NA,NA
"475","Animalia","Callosciurus erythraeus","yes","Animalia","Callosciurus erythraeus","CABI","Botanical gardens and zoos","Botanical gardens and zoos","Botanical gardens & Zoos","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Emma",NA,NA
"476","Animalia","Callosciurus erythraeus","yes","Animalia","Callosciurus erythraeus","CABI","Botanical gardens and zoos","Botanical gardens and zoos","Botanical gardens & Zoos","Escape","Movement of COMMODITY","Direct","Primary","Yes","No",NA,"Emma",NA,NA
"477","Plantae","Carpobrotus edulis","yes","Plantae","Carpobrotus edulis","CABI","Botanical gardens and zoos (pathway cause)","Botanical gardens and zoos","Botanical gardens & Zoos","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Emma",NA,NA
"478","Animalia","Chlorocebus pygerythrus","4.0999999999999996","Animalia","Chlorocebus pygerythrus","Williams, D.M., Almanza, S.M., Sifuentes-Romero, I. and Detwiler, K.M., 2021. The history, taxonomy, and geographic origins of an introduced African monkey in the southeastern United States. Primates, 62(4), pp.617-627.","Zoos","Botanical gardens and zoos","Botanical gardens & Zoos","Escape","Movement of COMMODITY","Direct","Primary",NA,NA,NA,"Anna",NA,NA
