Kingdom,Phylum,Class,Order,Family,Genus,Species,Species2,Environment_IAS,Kingdom_new,CoarseGroups,FineGroups,coarse_group,coarse_group_unspecified,fine_group,Sp_Focus,Species_new,Official_country,Origin,Source,Description,CBD_Mechanism_initial,CBD_Cat_inital,Description2,CBD_Mechanism2,CBD_Cat2,CBD_Mechanism_order,CBD_Cat_order,Description_order,pathway_count,CBD_subcategory,CBD_pathway,CBD_Mechanism,Direct_or_Indirect,Primary_or_Secondary,CountrySpecific,RemovePathways,Checkedby_00,Checkedby,Double_checkedby,Notes
Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus setaceus,Cenchrus setaceus,terrestrial,Plantae,terrestrial plant,terrestrial grass,Plant,Plant,TerrestrialPlant,single,Cenchrus setaceus,Spain,North Africa | Arabic peninsula,CABI,Ornamental purposes,Movement of COMMODITY,ESCAPE,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,5,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Emma,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,Centaurea diffusa,Centaurea diffusa,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Centaurea diffusa,Canada,,CABI,Seed Contaminant,VECTOR,TRANSPORT _ STOWAWAY,Seed Contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant of habitat material,4,Seed contaminant,Contaminant,Movement of COMMODITY,Direct,Primary,Yes,No,,Emma,Changed from soil/gravel to seed contaminant,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,Centaurea diffusa,Centaurea diffusa,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Centaurea diffusa,Spain,,CABI,Seed Contaminant,VECTOR,TRANSPORT _ STOWAWAY,Seed Contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant of habitat material,4,Seed contaminant,Contaminant,Movement of COMMODITY,Direct,Primary,No,No,,Emma,CABI doesn't report a distribution in Spain*,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,Centaurea diffusa,Centaurea diffusa,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Centaurea diffusa,USA,,CABI,Seed Contaminant,VECTOR,TRANSPORT _ STOWAWAY,Seed Contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Contaminant of habitat material,4,Seed contaminant,Contaminant,Movement of COMMODITY,Direct,Primary,Yes,No,,Emma,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,Centaurea diffusa,Centaurea diffusa,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Centaurea diffusa,Canada,,GISD,Seed trade (pathway cause),Movement of COMMODITY,RELEASE IN NATURE,Seed trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Nursery trade,4,Horticulture,Escape,Movement of COMMODITY,Indirect,Primary,Yes,No,,Emma,Changed from nursery trade,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,Centaurea diffusa,Centaurea diffusa,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Centaurea diffusa,Spain,,GISD,Seed trade (pathway cause),Movement of COMMODITY,RELEASE IN NATURE,Seed trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Nursery trade,4,Horticulture,Escape,Movement of COMMODITY,Indirect,Primary,No,No,,Emma,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,Centaurea diffusa,Centaurea diffusa,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Centaurea diffusa,USA,,GISD,Seed trade (pathway cause),Movement of COMMODITY,RELEASE IN NATURE,Seed trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Nursery trade,4,Horticulture,Escape,Movement of COMMODITY,Indirect,Primary,Yes,No,,Emma,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,Centaurea solstitialis,Centaurea solstitialis,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Centaurea solstitialis,USA,,CABI,Seed trade (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Seed trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Crop production,4,Seed contaminant,Contaminant,,Direct,Primary,Yes,No,,Emma,Added,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,Centaurea solstitialis,Centaurea solstitialis,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Centaurea solstitialis,USA,,CABI,Seed trade (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Seed trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Crop production,4,Seed contaminant,Contaminant,,Indirect,Primary,Yes,No,,Emma,Added,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,Centaurea solstitialis,Centaurea solstitialis,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Centaurea solstitialis,USA,,CABI,Crop production (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Crop production,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Crop production,4,Agriculture,Escape,Movement of COMMODITY,Indirect,Secondary,No,No,,Emma,,
Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Ceratitis,Ceratitis capitata,Ceratitis capitata,terrestrial,Animalia,terrestrial invertebrate,terrestrial arthropod,Insect,Insect,Insect,single,Ceratitis capitata,Argentina,,GISD,Insects lay eggs under the skin of fruits,Movement of COMMODITY,ESCAPE,Food contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Food contaminant,2,Food contaminant,Contaminant,Movement of COMMODITY,Direct,Primary,No,No,,Emma,,
Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Ceratitis,Ceratitis capitata,Ceratitis capitata,terrestrial,Animalia,terrestrial invertebrate,terrestrial arthropod,Insect,Insect,Insect,single,Ceratitis capitata,Belize/Guatemala/Mexico/USA,,GISD,Insects lay eggs under the skin of fruits,Movement of COMMODITY,ESCAPE,Food contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Food contaminant,2,Food contaminant,Contaminant,Movement of COMMODITY,Direct,Primary,No,No,,Emma,,
Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Ceratitis,Ceratitis capitata,Ceratitis capitata,terrestrial,Animalia,terrestrial invertebrate,terrestrial arthropod,Insect,Insect,Insect,single,Ceratitis capitata,Guatemala/Mexico/USA,,GISD,Insects lay eggs under the skin of fruits,Movement of COMMODITY,ESCAPE,Food contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Food contaminant,2,Food contaminant,Contaminant,Movement of COMMODITY,Direct,Primary,No,No,,Emma,,
Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Ceratitis,Ceratitis capitata,Ceratitis capitata,terrestrial,Animalia,terrestrial invertebrate,terrestrial arthropod,Insect,Insect,Insect,single,Ceratitis capitata,USA,,GISD,Insects lay eggs under the skin of fruits,Movement of COMMODITY,ESCAPE,Food contaminant,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Food contaminant,2,Food contaminant,Contaminant,Movement of COMMODITY,Direct,Primary,No,No,,Emma,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cereus,Cereus jamacaru,Cereus jamacaru,terrestrial,Plantae,terrestrial plant,terrestrial succulent,Plant,Plant,TerrestrialPlant,single,Cereus jamacaru,South Africa,,Novoa et al. 2014,Horticulture (pathway cause),VECTOR,ESCAPE,Horticulture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Horticulture,2,Horticulture,Escape,Movement of COMMODITY,Direct,Primary,Yes,No,,Emma,"Ana would probably be more suited to comment on these, used http://www.arc.agric.za/arc-ppri/Leaflets%20Library/Queen%20of%20the%20night%20cactus%20Cereus%20jamacaru.pdf",
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cereus,Cereus jamacaru,Cereus jamacaru,terrestrial,Plantae,terrestrial plant,terrestrial succulent,Plant,Plant,TerrestrialPlant,single,Cereus jamacaru,South Africa,,Novoa et al. 2014,ornament,Movement of COMMODITY,ESCAPE,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,2,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,Yes,No,,Emma,Ana would probably be more suited to comment on these,
Animalia,Chordata,Actinopterygii,Anabantiformes,Channidae,Channa,Channa argus,Channa argus,aquatic,Animalia,aquatic vertebrate,aquatic fish,Fish,Fish,Fish,single,Channa argus,USA,,GISD,Aquaculture,Movement of COMMODITY,RELEASE IN NATURE,Aquaculture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Aquaculture,2,Aquaculture,Escape,Movement of COMMODITY,Direct,Primary,No,,Camille Bernery,Camille Bernery,,
Animalia,Chordata,Reptilia,Testudines,Chelidridae,Chelydra,Chelydra serpentina,Chelydra serpentina,semi-aquatic,Animalia,semi-aquatic vertebrate,semi-aquatic reptile,Reptile,Reptile,Reptile,single,Chelydra serpentina,Japan,,"Kopeck_, O., Kalous, L. and Patoka, J., 2013. Establishment risk from pet-trade freshwater turtles in the European Union. Knowledge and Management of Aquatic Ecosystems, (410), p.02.",Pet trade,Movement of COMMODITY,ESCAPE,Pet trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Pet trade,1,Pet,Escape,Movement of COMMODITY,Direct,Primary,Yes,No,,Emma,https://www.nies.go.jp/biodiversity/invasive/DB/detail/30010e.html,
Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Chilo,Chilo suppressalis,Chilo suppressalis,terrestrial,Animalia,terrestrial invertebrate,terrestrial arthropod,Insect,Insect,Insect,single,Chilo suppressalis,Spain,,CABI,Agriculture,Movement of COMMODITY,TRANSPORT_CONTAMINANT,Agricultural Practices,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Agricultural Practices,2,Agriculture,Escape,Movement of COMMODITY,Indirect,Primary,No,No,,Emma,,
Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Chilo,Chilo suppressalis,Chilo suppressalis,terrestrial,Animalia,terrestrial invertebrate,terrestrial arthropod,Insect,Insect,Insect,single,Chilo suppressalis,Spain,,CABI,Crop production,Movement of COMMODITY,TRANSPORT_CONTAMINANT,Crop production,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Crop production,2,Agriculture,Escape,Movement of COMMODITY,Indirect,Primary,No,No,,Emma,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Chondrilla,Chondrilla juncea,Chondrilla juncea,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Chondrilla juncea,USA,,CABI,Crop production (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Crop production,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Crop production,4,Agriculture,Escape,Movement of COMMODITY,Indirect,Primary,Yes,No,,Emma,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Chondrilla,Chondrilla juncea,Chondrilla juncea,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Chondrilla juncea,USA,,CABI,Horticulture (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Horticulture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Horticulture,4,Horticulture,Escape,Movement of COMMODITY,Indirect,Primary,No,No,,Emma,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Chromolaena,Chromolaena odorata,Chromolaena odorata,terrestrial,Plantae,terrestrial plant,terrestrial shrub,Plant,Plant,TerrestrialPlant,single,Chromolaena odorata,Ivory Coast,,GISD,Ornamental purposes,Movement of COMMODITY,RELEASE,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,5,Ornamental,Escape,Movement of COMMODITY,Direct,Secondary,No,No,,Emma,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Chromolaena,Chromolaena odorata,Chromolaena odorata,terrestrial,Plantae,terrestrial plant,terrestrial shrub,Plant,Plant,TerrestrialPlant,single,Chromolaena odorata,South Africa,,GISD,Ornamental purposes,Movement of COMMODITY,RELEASE,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,5,Ornamental,Escape,Movement of COMMODITY,Direct,Secondary,No,No,,Emma,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Chromolaena,Chromolaena odorata,Chromolaena odorata,terrestrial,Plantae,terrestrial plant,terrestrial shrub,Plant,Plant,TerrestrialPlant,single,Chromolaena odorata,South Africa,,GISD,Seed Contaminant (pathway cause),Movement of COMMODITY,RELEASE,Seed Contaminant,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,5,Seed contaminant,Contaminant,Movement of COMMODITY,Direct,Primary,Yes,No,,Emma,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Chromolaena,Chromolaena odorata,Chromolaena odorata,terrestrial,Plantae,terrestrial plant,terrestrial shrub,Plant,Plant,TerrestrialPlant,single,Chromolaena odorata,Ivory Coast,,CABI,Seed Contaminant (pathway cause),Movement of COMMODITY,RELEASE,Seed Contaminant,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,5,Seed contaminant,Contaminant,,Direct,Primary,Yes,No,,Emma,Added seed contaminant,
Animalia,Chordata,Ascidiacea,Phlebobranchia,Cionidae,Ciona,Ciona intestinalis,Ciona intestinalis,aquatic,Animalia,aquatic invertebrate,aquatic chordate,AnimaliaDiverse,AnimaliaDiverse,AnimaliaDiverse,single,Ciona intestinalis,Canada,,CABI,Aquaculture (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Aquaculture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Aquaculture,5,Aquaculture,Escape,Movement of COMMODITY,Indirect,Primary,Yes,No,,Emma,,
Animalia,Chordata,Ascidiacea,Phlebobranchia,Cionidae,Ciona,Ciona intestinalis,Ciona intestinalis,aquatic,Animalia,aquatic invertebrate,aquatic chordate,AnimaliaDiverse,AnimaliaDiverse,AnimaliaDiverse,single,Ciona intestinalis,Canada,,CABI,Aquaculture stock (pathway vector),VECTOR,TRANSPORT _ STOWAWAY,Aquaculture stock,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Aquaculture,5,Aquaculture,Escape,Movement of COMMODITY,Indirect,Primary,Yes,No,,Emma,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium arvense,Cirsium arvense,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Cirsium arvense,New Zealand,,GISD,"impurity in seed stocks of small grains, as well as in packing straw",VECTOR,TRANSPORT_STOWAWAY,Seed contaminant,VECTOR,TRANSPORT_STOWAWAY,2_VECTOR,21_TRANSPORT_STOWAWAY,21_Seed contaminant,1,Seed contaminant,Contaminant,Movement of COMMODITY,Direct,Primary,No,No,,Emma,,
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,Clematis vitalba,Clematis vitalba,terrestrial,Plantae,terrestrial plant,terrestrial vine,Plant,Plant,TerrestrialPlant,single,Clematis vitalba,New Zealand,,CABI,Ornamental purposes,Movement of COMMODITY,ESCAPE,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,3,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Emma,,
Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Cochliomyia,Cochliomyia hominivorax,Cochliomyia hominivorax,terrestrial,Animalia,terrestrial invertebrate,terrestrial arthropod,Insect,Insect,Insect,single,Cochliomyia hominivorax,Diverse/Unspecified,,CABI,Ornamental purposes,Movement of COMMODITY,RELEASE,Ornamental purposes,Movement of COMMODITY,RELEASE,1_Movement of COMMODITY,11_RELEASE,11_Intentional release,3,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Emma,changed from intentional introduction,
Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Cochliomyia,Cochliomyia hominivorax,Cochliomyia hominivorax,terrestrial,Animalia,terrestrial invertebrate,terrestrial arthropod,Insect,Insect,Insect,single,Cochliomyia hominivorax,Libya,,CABI,Ornamental purposes,Movement of COMMODITY,RELEASE,Ornamental purposes,Movement of COMMODITY,RELEASE,1_Movement of COMMODITY,11_RELEASE,11_Intentional release,3,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Emma,,
Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Cochliomyia,Cochliomyia hominivorax,Cochliomyia hominivorax,terrestrial,Animalia,terrestrial invertebrate,terrestrial arthropod,Insect,Insect,Insect,single,Cochliomyia hominivorax,Mexico/USA,,CABI,Ornamental purposes,Movement of COMMODITY,RELEASE,Ornamental purposes,Movement of COMMODITY,RELEASE,1_Movement of COMMODITY,11_RELEASE,11_Intentional release,3,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Emma,,
Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Cochliomyia,Cochliomyia hominivorax,Cochliomyia hominivorax,terrestrial,Animalia,terrestrial invertebrate,terrestrial arthropod,Insect,Insect,Insect,single,Cochliomyia hominivorax,USA,,CABI,Ornamental purposes,Movement of COMMODITY,RELEASE,Ornamental purposes,Movement of COMMODITY,RELEASE,1_Movement of COMMODITY,11_RELEASE,11_Intentional release,3,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,Yes,No,,Emma,,
Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Codiaceae,Codium,Codium fragile,Codium fragile,aquatic,Plantae,aquatic other,aquatic macroalga,Plant,Plant,SAQPlant,single,Codium fragile,Canada,,CABI,Aquaculture,Movement of COMMODITY,ESCAPE,Aquaculture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Aquaculture,2,Aquaculture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Emma,,
Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Colocasia,Colocasia esculenta,Colocasia esculenta,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Colocasia esculenta,Spain,,CABI,Crop production (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Crop production,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Crop production,4,Agriculture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Emma,,
Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Colocasia,Colocasia esculenta,Colocasia esculenta,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Colocasia esculenta,Spain,,CABI,Forage (pathway cause),Movement of COMMODITY,TRANSPORT _ CONTAMINANT,Forage,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Forage,4,Agriculture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Emma,,
Plantae,Tracheophyta,Liliopsida,Arales,Araceae,Colocasia,Colocasia esculenta,Colocasia esculenta,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Colocasia esculenta,USA,,CABI,Crop production (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Crop production,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Crop production,4,Agriculture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Emma,,
Plantae,Tracheophyta,Liliopsida,Arales,Araceae,Colocasia,Colocasia esculenta,Colocasia esculenta,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Colocasia esculenta,USA,,CABI,Forage (pathway cause),Movement of COMMODITY,TRANSPORT _ CONTAMINANT,Forage,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Forage,4,Agriculture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Emma,,
Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Colocasia,Colocasia esculenta,Colocasia esculenta,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Colocasia esculenta,Spain,,CABI,Horticulture (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Horticulture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Horticulture,4,Horticulture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Emma,,
Plantae,Tracheophyta,Liliopsida,Arales,Araceae,Colocasia,Colocasia esculenta,Colocasia esculenta,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Colocasia esculenta,USA,,CABI,Horticulture (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Horticulture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Horticulture,4,Horticulture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Emma,,
Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Colocasia,Colocasia esculenta,Colocasia esculenta,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Colocasia esculenta,Spain,,CABI,Ornamental purposes (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,4,Ornamental,Escape,Movement of COMMODITY,Direct,Secondary,No,No,,Emma,,
Plantae,Tracheophyta,Liliopsida,Arales,Araceae,Colocasia,Colocasia esculenta,Colocasia esculenta,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Colocasia esculenta,USA,,CABI,Ornamental purposes (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,4,Ornamental,Escape,Movement of COMMODITY,Direct,Secondary,No,No,,Emma,,
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba livia,Columba livia,terrestrial,Animalia,terrestrial vertebrate,terrestrial bird,Bird,Bird,Bird,single,Columba livia,United Kingdom,,GISD,"Live food trade, transportation of domesticated animals",Movement of COMMODITY,RELEASE,Animal production,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Animal production,1,Farmed animals,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Emma,,
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba livia,Columba livia,terrestrial,Animalia,terrestrial vertebrate,terrestrial bird,Bird,Bird,Bird,single,Columba livia,USA,,GISD,"Live food trade, transportation of domesticated animals",Movement of COMMODITY,RELEASE,Animal production,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Animal production,1,Farmed animals,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Emma,,
