"species_list","ornamental","pet","fisheries","forestry","horticulture","stocking","medicinal","aquaculture","cut_flower","botanical_zoo","food","hunt_fish","live_food","animal","aquarium","nursery","timber","seed","research","all_agri","all_orn","all_for","all_fish","all_health","all_pet"
"Mononychellus tanajoa","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","1","1","1","1","1","0","0","0"
"Luffa acutangula","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"Stachytarpheta cayennensis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"Stachytarpheta urticifolia","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0"
"Moniliophthora roreri","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"Cenchrus biflorus","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0"
"Leucoptera malifoliella","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Centaurea debeauxii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Parentucellia viscosa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"Paspalum paniculatum","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pennisetum clandestinum","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0"
"Pennisetum pedicellatum","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Passiflora caerulea","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"Passiflora ligularis","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"Pennisetum polystachion","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0"
"Pennisetum purpureum","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"Artocarpus altilis","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0"
"Maliarpha separatella","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Haplaxius crudus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"Aproceros leucopoda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Morella faya","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"Elymus repens","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Arceuthobium americanum","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mimosa pudica","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0"
"Agrilus planipennis","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0"
"Argemone mexicana","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0"
"Lolium multiflorum","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lolium perenne","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0"
"Lolium rigidum","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lolium temulentum","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mirabilis jalapa","1","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1","0","1","0","1","1","1","0","0","0"
"Olea europaea subsp. europaea","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0"
"Miscanthus sinensis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"Lonicera japonica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lonicera maackii","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0"
"Lonicera morrowii","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"African cassava mosaic virus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bactrocera latifrons","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anastrepha fraterculus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anastrepha grandis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bactrocera musae","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anastrepha ludens","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anastrepha obliqua","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anastrepha serpentina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anastrepha striata","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anastrepha suspensa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aceria guerreronis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bactrocera tau","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthemis cotula","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Medicago polymorpha","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Medicago lupulina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"Paracoccus marginatus","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","1","1","0","0","0"
"Tilletia indica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alternanthera philoxeroides","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"Alternanthera sessilis","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"Symphyotrichum novi-belgii","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0"
"Otiorhynchus sulcatus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adenanthera pavonina","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
"Blattella germanica","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"Epinephelus lanceolatus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adelges piceae","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adelges tsugae","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0"
"Adoretus sinicus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Apis mellifera scutellata","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bocconia frutescens","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"Aphelenchoides besseyi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"epizootic haematopoietic necrosis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Boerhavia coccinea","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aphelenchoides fragariae","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aphelenchoides ritzemabosi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"epizootic ulcerative syndrome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Boerhavia diffusa","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Spermacoce verticillata","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0"
"Channa micropeltes","0","1","1","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","1"
"Dicrurus macrocercus","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1"
"Glyceria maxima","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","0","0"
"Armillaria luteobubalina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Conopomorpha cramerella","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Arrhenatherum elatius","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"Pantherophis guttatus","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","1"
"Hemidactylus frenatus","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"Ctenosaura similis","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1"
"Chrysomya bezziana","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"Cichla ocellaris","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1"
"Cichlasoma urophthalmum","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","1"
"Eriocheir sinensis","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"duck virus hepatitis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Crassostrea gigas","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Crassostrea virginica","0","0","1","0","0","1","0","1","0","0","0","0","1","1","0","0","0","1","1","1","0","0","1","0","0"
"Cherax destructor","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1","1","0","0","1","1","1"
"Cherax quadricarinatus","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1","1","0","0","1","1","1"
"Sweet potato feathery mottle virus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tomato apical stunt viroid","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0"
"Urtica dioica","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"Tectona grandis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stellaria media","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Epipremnum pinnatum","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"Thaumetopoea pityocampa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thaumetopoea processionea","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0"
"Thecodiplosis japonensis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Verbascum thapsus","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"Vespula germanica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thespesia populnea","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"Vespula pensylvanica","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0"
"Vespula vulgaris","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Xiphophorus hellerii","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"Xiphophorus maculatus","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"Tomato yellow leaf curl virus","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0"
"Clitoria ternatea","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0"
"Phalaris arundinacea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Phalaris paradoxa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Epiphyas postvittana","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","1","1","0","0","0"
"Spartina densiflora","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0"
"Spathodea campanulata","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0"
"Spartium junceum","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0"
"Toxoptera citricida","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Typha angustifolia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Typha domingensis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Typha latifolia","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0"
"Aculops lycopersici","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brugmansia suaveolens","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0"
"Rubus niveus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"Kappaphycus","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Etlingera elatior","1","0","0","0","0","0","1","0","1","1","1","0","0","0","0","1","0","0","0","1","1","1","0","0","0"
"Pelophylax cf. bedriagae","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","1","0","0"
"Heteropsylla cubana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eichhornia crassipes","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eriobotrya japonica","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0"
"Helianthus tuberosus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rhyacionia buoliana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Spodoptera exempta","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Spodoptera frugiperda","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"Helicoverpa armigera","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Portulaca quadrifida","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"Helicoverpa zea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"anguillicolosis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Saccharum ravennae","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0"
"Lasius neglectus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lumbricus terrestris","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","1","1","0","0"
"Indigofera hirsuta","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Indigofera suffruticosa","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Indigofera tinctoria","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Apiognomonia errabunda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Forficula auricularia","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0"
"Drymaria cordata","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kalanchoe pinnata","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gynaikothrips ficorum","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
